round,winner,results,year,gender,player1,player2,country1,country2,firstServe1,firstServe2,ace1,ace2,double1,double2,firstPointWon1,firstPointWon2,secPointWon1,secPointWon2,fastServe1,fastServe2,avgFirstServe1,avgFirstServe2,avgSecServe1,avgSecServe2,break1,break2,return1,return2,total1,total2,winner1,winner2,error1,error2,net1,net2
First,Davide Sanguinetti,7-6(5) 6-3 6-2,2006,m,Davide Sanguinetti,Jacob Adaktusson,ITA,SWE,57%,54%,5,5,1,3,77%,65%,63%,42%,,,,,,,42%,25%,46%,29%,116,88,25,22,39,63,54%,78%
First,Igor Andreev,7-5 6-4 6-3,2006,m,Igor Andreev,Nicolas Almagro,RUS,ESP,64%,73%,3,7,1,2,75%,59%,53%,58%,,,,,,,42%,40%,41%,33%,102,85,29,26,31,36,64%,57%
First,Lleyton Hewitt,6-4 2-6 5-7 7-6(4) 6-3,2006,m,Lleyton Hewitt,Robin Vik,AUS,CZE,58%,63%,11,8,13,13,64%,68%,36%,30%,202,194,165,167,138,138,43%,31%,44%,46%,173,178,56,66,61,66,63%,67%
First,Sebastien Grosjean,6-4 6-2 6-3,2006,m,Sebastien Grosjean,Mark Philippoussis,FRA,AUS,45%,59%,6,3,1,9,74%,58%,76%,47%,205,220,186,196,156,156,67%,50%,46%,25%,90,61,28,26,3,36,65%,53%
First,Max Mirnyi,6-3 3-6 6-1 6-7(4) 6-0,2006,m,Max Mirnyi,Thierry Ascione,BLR,FRA,74%,76%,11,4,7,4,73%,66%,53%,42%,,,,,,,58%,17%,40%,32%,150,125,54,50,23,17,60%,54%
First,Nicolas Kiefer,6-7(5) 4-6 7-6(5) 6-1 6-2,2006,m,Nicolas Kiefer,Paradorn Srichaphan,GER,THA,47%,48%,11,6,6,13,72%,57%,53%,40%,222,205,188,181,154,154,63%,54%,49%,36%,174,134,43,43,48,73,71%,56%
First,Paul-Henri Mathieu,6-3 7-6(4) 6-3,2006,m,Paul-Henri Mathieu,Arnaud Clement,FRA,FRA,58%,57%,11,5,3,2,73%,71%,52%,39%,,,,,,,57%,29%,43%,36%,106,89,31,23,37,47,63%,71%
First,Federico Luzzi,6-1 6-4 7-5,2006,m,Federico Luzzi,Juan-Antonio Marin,ITA,CRC,55%,60%,8,0,2,1,87%,61%,46%,53%,,,,,,,50%,67%,42%,31%,91,73,46,23,32,20,82%,53%
First,Olivier Rochus,6-4 6-2 6-2,2006,m,Olivier Rochus,Michael Llodra,BEL,FRA,66%,58%,2,9,0,2,71%,67%,84%,42%,,,,,,,71%,0%,44%,25%,89,62,31,38,7,30,71%,47%
First,Juan Ignacio Chela,6-1 6-3 6-3,2006,m,Juan Ignacio Chela,Andy Murray,ARG,GBR,64%,51%,1,7,1,1,70%,64%,67%,45%,194,209,183,181,141,141,63%,0%,45%,31%,93,68,20,28,22,43,68%,69%
First,Bjorn Phau,6-4 7-6(3) 2-6 7-6(4),2006,m,Bjorn Phau,Carlos Berlocq,GER,ARG,51%,57%,2,6,5,6,63%,60%,51%,49%,,,,,,,67%,53%,45%,43%,138,132,49,25,69,50,66%,51%
First,Guillermo Coria,6-4 1-6 4-6 6-2 6-1,2006,m,Guillermo Coria,Victor Hanescu,ARG,ROU,69%,68%,2,9,17,7,57%,54%,24%,27%,188,201,138,176,143,143,43%,42%,53%,51%,156,148,54,54,50,51,69%,51%
First,Alex Jr. Bogomolov,4-6 7-6(6) 6-3 6-7(3) 7-5,2006,m,Alex Jr. Bogomolov,Fernando Gonzalez,RUS,CHI,71%,55%,7,10,10,14,64%,71%,34%,38%,189,213,164,175,151,151,69%,36%,40%,43%,195,200,53,80,55,85,51%,69%
First,Nikolay Davydenko,7-5 4-6 3-6 7-5 6-3,2006,m,Nikolay Davydenko,Ivo Karlovic,RUS,CRO,81%,64%,5,31,4,4,73%,79%,55%,41%,207,225,168,204,173,173,27%,22%,33%,29%,165,156,41,64,29,62,75%,50%
First,Kevin Kim,6-4 6-4 6-0,2006,m,Kevin Kim,Harel Levy,USA,ISR,62%,63%,8,2,6,4,72%,58%,54%,37%,,,,,,,67%,13%,50%,34%,108,79,45,24,27,40,67%,61%
First,Lars Burgsmuller,3-6 6-3 7-6(2) 6-3,2006,m,Lars Burgsmuller,Rainer Schuettler,GER,GER,57%,57%,3,2,5,3,68%,67%,44%,44%,,,,,,,70%,40%,43%,42%,119,113,37,42,43,33,60%,58%
First,Gaston Gaudio,6-2 5-0 ret.,2006,m,Gaston Gaudio,Razvan Sabau,ARG,ROU,55%,51%,6,1,2,9,83%,57%,53%,27%,202,186,185,167,138,138,45%,50%,58%,31%,55,32,19,4,11,21,60%,38%
First,Feliciano Lopez,6-2 7-5 6-3,2006,m,Feliciano Lopez,Tomas Behrend,ESP,GER,54%,59%,13,4,1,5,83%,64%,64%,47%,,,,,,,26%,0%,43%,26%,112,87,36,22,38,49,67%,69%
First,Daniele Bracciali,6-1 7-6(4) 6-2,2006,m,Daniele Bracciali,Yen-Hsun Lu,ITA,TPE,57%,57%,11,2,3,4,80%,58%,49%,33%,,,,,,,60%,9%,52%,33%,104,70,39,12,34,40,69%,0%
First,Mario Ancic,6-4 4-6 6-3 6-4,2006,m,Mario Ancic,Agustin Calleri,CRO,ARG,57%,51%,9,6,4,7,78%,68%,43%,50%,209,213,178,193,151,151,32%,40%,41%,37%,125,115,33,43,36,39,54%,64%
First,David Ferrer,4-6 6-3 6-1 6-4,2006,m,David Ferrer,Florent Serra,ESP,FRA,65%,63%,3,2,4,4,61%,64%,51%,24%,,,,,,,50%,60%,51%,42%,141,121,39,35,37,69,58%,64%
First,Fabrice Santoro,3-6 6-0 6-2 6-3,2006,m,Fabrice Santoro,Vince Spadea,FRA,USA,57%,54%,1,0,1,7,68%,58%,65%,41%,,,,,,,44%,50%,50%,33%,113,84,42,47,15,45,75%,62%
First,Jean-Christophe Faurel,7-6(5) 6-3 7-6(2),2006,m,Jean-Christophe Faurel,Alexander Waske,FRA,GER,72%,68%,7,17,4,5,77%,70%,52%,36%,,,,,,,43%,100%,41%,30%,120,102,50,39,17,32,76%,51%
First,Robby Ginepri,6-1 6-4 6-2,2006,m,Robby Ginepri,Jurgen Melzer,USA,AUT,51%,52%,1,3,4,1,78%,46%,50%,41%,202,207,181,180,148,148,57%,75%,57%,36%,85,55,23,22,18,29,71%,46%
First,Jan Hernych,2-6 6-3 7-6(5) 6-2,2006,m,Jan Hernych,Fernando Vicente,CZE,ESP,71%,67%,5,4,4,5,71%,66%,49%,50%,,,,,,,31%,30%,39%,36%,138,128,60,22,65,25,68%,61%
First,Radek Stepanek,6-1 6-2 6-2,2006,m,Radek Stepanek,Bjorn Rehnquist,CZE,SWE,58%,59%,1,3,1,2,71%,50%,73%,45%,,,,,,,86%,0%,52%,28%,79,46,20,14,21,32,67%,67%
First,Wesley Moodie,3-6 7-6(5) 6-4 6-2,2006,m,Wesley Moodie,Oscar Hernandez,RSA,ESP,63%,64%,21,6,9,1,77%,70%,55%,56%,,,,,,,25%,10%,35%,31%,139,129,56,53,40,33,46%,65%
First,Thomas Johansson,6-1 7-6(3) 6-4,2006,m,Thomas Johansson,Cyril Saulnier,SWE,FRA,54%,50%,13,10,3,5,82%,64%,58%,47%,213,207,185,189,157,157,31%,13%,43%,28%,116,90,40,40,23,53,100%,50%
First,Guillermo Garcia-Lopez,7-6(4) 6-3 7-6(4),2006,m,Guillermo Garcia-Lopez,Taylor Dent,ESP,USA,64%,52%,9,13,4,7,79%,80%,47%,43%,202,231,183,204,172,172,67%,38%,38%,32%,108,94,44,38,12,26,70%,58%
First,Tommy Robredo,6-4 7-6(6) 6-3,2006,m,Tommy Robredo,Jiri Vanek,ESP,CZE,72%,66%,10,8,4,10,73%,71%,55%,37%,,,,,,,27%,20%,41%,32%,116,99,35,46,17,44,69%,72%
First,David Nalbandian,6-2 6-2 1-6 6-7(4) 6-1,2006,m,David Nalbandian,Danai Udomchoke,ARG,THA,62%,56%,5,10,6,11,66%,64%,44%,38%,194,197,167,175,146,146,60%,24%,44%,41%,165,150,47,35,61,54,78%,50%
First,Tomas Berdych,7-5 6-3 6-7(2) 6-1,2006,m,Tomas Berdych,Bobby Reynolds,CZE,USA,53%,57%,24,10,7,10,80%,67%,45%,42%,,,,,,,67%,20%,44%,36%,147,124,59,30,58,47,63%,62%
First,Dmitry Tursunov,5-7 6-3 6-4 7-5,2006,m,Dmitry Tursunov,Tim Henman,RUS,GBR,56%,65%,7,5,8,5,73%,60%,40%,43%,218,205,194,180,151,151,50%,38%,46%,42%,153,140,67,39,41,31,56%,56%
First,Jimmy Wang,6-2 7-5 4-1 ret.,2006,m,Jimmy Wang,Mariano Zabaleta,TPE,ARG,61%,51%,4,3,2,8,72%,60%,66%,42%,202,201,181,181,148,148,35%,29%,49%,31%,97,70,20,22,18,52,70%,63%
First,James Blake,6-2 6-3 4-6 7-6(4),2006,m,James Blake,Jose Acasuso,USA,ARG,55%,53%,11,11,2,3,70%,64%,53%,53%,204,212,186,194,151,151,35%,31%,41%,38%,134,123,43,45,40,42,78%,63%
First,Julien Benneteau,6-2 6-1 3-0 ret.,2006,m,Julien Benneteau,Marcos Daniel,FRA,BRA,70%,72%,4,2,1,3,74%,49%,80%,29%,,,,,,,60%,0%,57%,24%,72,38,25,9,14,25,92%,71%
First,Philipp Kohlschreiber,7-5 6-2 6-4,2006,m,Philipp Kohlschreiber,Lukas Dlouhy,GER,CZE,54%,55%,12,8,1,2,84%,57%,59%,50%,,,,,,,38%,29%,46%,27%,102,72,37,24,23,37,60%,52%
First,Stanislas Wawrinka,4-6 6-2 6-3 6-0,2006,m,Stanislas Wawrinka,Albert Montanes,SUI,ESP,53%,60%,10,6,6,4,85%,64%,51%,56%,,,,,,,75%,50%,40%,31%,106,86,37,22,40,37,64%,56%
First,Jarkko Nieminen,6-2 6-3 6-1,2006,m,Jarkko Nieminen,Marc Kimmich,FIN,AUS,73%,46%,2,4,2,4,73%,58%,48%,42%,,,,,,,88%,50%,51%,34%,85,59,23,24,23,30,91%,56%
First,Denis Gremelmayr,3-6 6-2 6-0 6-1,2006,m,Denis Gremelmayr,Jonas Bjorkman,GER,SWE,55%,53%,8,4,2,6,75%,54%,55%,39%,,,,,,,73%,40%,53%,34%,113,78,35,27,19,53,60%,60%
First,Ivan Ljubicic,7-6(5) 6-4 7-6(3),2006,m,Ivan Ljubicic,Chris Guccione,CRO,AUS,63%,61%,13,23,1,5,84%,82%,66%,46%,210,222,189,199,156,156,20%,33%,32%,23%,117,103,50,45,9,17,75%,60%
First,Andrei Pavel,6-4 7-6(5) 4-6 3-6 6-4,2006,m,Andrei Pavel,Carlos Moya,ROU,ESP,68%,55%,0,8,3,4,70%,70%,41%,47%,202,217,175,178,144,144,27%,75%,39%,39%,161,166,44,54,55,66,69%,60%
First,Xavier Malisse,7-5 5-7 6-4 6-2,2006,m,Xavier Malisse,Mikhail Youzhny,BEL,RUS,49%,50%,7,3,2,9,75%,63%,50%,44%,,,,,,,47%,46%,46%,38%,137,115,31,37,37,67,81%,62%
First,Andy Roddick,6-4 6-2 6-2,2006,m,Andy Roddick,Michael Lammer,USA,SUI,58%,58%,7,2,2,2,85%,60%,45%,35%,218,196,201,181,143,143,67%,33%,50%,32%,91,62,29,19,23,26,56%,59%
First,Marcos Baghdatis,7-6(6) 7-5 6-0,2006,m,Marcos Baghdatis,Justin Gimelstob,CYP,USA,46%,54%,4,8,4,4,87%,60%,56%,46%,,,,,,,40%,50%,46%,30%,110,85,40,26,21,34,38%,49%
First,Gilles Simon,7-6(6) 6-2 3-6 4-6 6-3,2006,m,Gilles Simon,Nicolas Massu,FRA,CHI,53%,59%,8,7,3,4,67%,63%,50%,47%,,,,,,,38%,41%,44%,41%,180,172,61,44,65,73,72%,71%
Final,Roger Federer,7-6(2) 6-4 6-4,2007,m,Roger Federer,Fernando Gonzalez,SUI,CHI,58%,61%,5,6,1,3,82%,69%,78%,46%,,,,,,,30%,100%,40%,20%,120,93,45,31,19,28,79%,64%
semi,Fernando Gonzalez,6-1 6-3 6-1,2007,m,Fernando Gonzalez,Tommy Haas,CHI,GER,63%,60%,9,0,0,4,87%,63%,64%,26%,,,,,,,58%,-,51%,22%,82,45,42,20,3,21,72%,55%
semi,Roger Federer,6-4 6-0 6-2,2007,m,Roger Federer,Andy Roddick,SUI,USA,51%,63%,10,4,2,2,81%,54%,68%,29%,,,,,,,100%,100%,55%,25%,83,45,45,11,12,18,91%,29%
quarter,Tommy Haas,6-3 2-6 1-6 6-1 7-5,2007,m,Tommy Haas,Nikolay Davydenko,GER,RUS,59%,70%,9,5,8,2,69%,62%,48%,55%,,,,,,,38%,60%,40%,37%,134,132,40,43,45,33,58%,78%
quarter,Fernando Gonzalez,6-2 6-4 6-3,2007,m,Fernando Gonzalez,Rafael Nadal,CHI,ESP,66%,71%,10,1,0,2,73%,70%,61%,35%,,,,,,,63%,0%,40%,31%,89,73,41,14,16,21,80%,65%
quarter,Roger Federer,6-3 7-6(2) 7-5,2007,m,Roger Federer,Tommy Robredo,SUI,ESP,63%,61%,5,4,1,4,72%,63%,58%,37%,,,,,,,50%,50%,47%,33%,119,94,42,17,31,28,73%,57%
quarter,Andy Roddick,6-2 6-2 6-2,2007,m,Andy Roddick,Mardy Fish,USA,USA,62%,44%,10,12,2,5,92%,65%,52%,31%,,,,,,,54%,100%,54%,23%,85,46,25,28,2,26,82%,53%
Fourth,Tommy Haas,4-6 6-3 6-2 6-3,2007,m,Tommy Haas,David Nalbandian,GER,ARG,71%,55%,16,9,2,6,76%,63%,45%,49%,,,,,,,55%,29%,43%,33%,127,104,56,41,28,25,82%,74%
Fourth,Nikolay Davydenko,5-7 6-4 6-1 7-6(5),2007,m,Nikolay Davydenko,Tomas Berdych,RUS,CZE,58%,57%,8,6,5,7,76%,68%,56%,46%,,,,,,,43%,25%,41%,33%,139,118,40,24,47,60,86%,52%
Fourth,Fernando Gonzalez,7-5 6-4 7-6(4),2007,m,Fernando Gonzalez,James Blake,CHI,USA,70%,50%,18,8,1,6,75%,75%,55%,46%,,,,,,,38%,38%,40%,31%,114,99,52,44,24,34,75%,69%
Fourth,Rafael Nadal,6-7(3) 6-4 4-6 6-3 6-1,2007,m,Rafael Nadal,Andy Murray,ESP,GBR,73%,53%,5,15,1,9,69%,74%,55%,43%,,,,,,,44%,18%,38%,35%,166,149,53,64,32,67,72%,69%
Fourth,Tommy Robredo,6-4 6-2 3-6 6-4,2007,m,Tommy Robredo,Richard Gasquet,ESP,FRA,63%,78%,8,1,1,2,78%,60%,55%,55%,,,,,,,19%,33%,41%,30%,133,117,51,44,29,38,78%,68%
Fourth,Mardy Fish,6-1 7-6(4) 2-6 7-5,2007,m,Mardy Fish,David Ferrer,USA,ESP,52%,69%,15,7,5,1,75%,68%,57%,49%,,,,,,,80%,60%,38%,34%,126,112,54,29,53,23,63%,64%
Fourth,Roger Federer,6-2 7-5 6-3,2007,m,Roger Federer,Novak Djokovic,SUI,SRB,63%,61%,12,7,1,2,80%,61%,67%,46%,,,,,,,63%,50%,45%,25%,105,76,51,17,26,33,63%,54%
Fourth,Andy Roddick,6-3 3-6 6-1 5-7 6-4,2007,m,Andy Roddick,Mario Ancic,USA,CRO,69%,64%,16,21,1,3,79%,73%,49%,60%,,,,,,,36%,75%,31%,30%,134,129,52,60,19,33,62%,63%
Third,Tommy Haas,7-6(3) 6-3 6-3,2007,m,Tommy Haas,Florian Mayer,GER,GER,66%,60%,6,10,2,2,75%,58%,52%,49%,,,,,,,50%,33%,46%,33%,119,96,49,32,33,25,77%,71%
Third,Tomas Berdych,6-2 6-1 6-1,2007,m,Tomas Berdych,Dmitry Tursunov,CZE,RUS,59%,52%,8,5,2,6,88%,50%,58%,38%,,,,,,,54%,-,56%,24%,87,48,28,15,17,36,82%,38%
Third,James Blake,7-6(7) 7-5 6-2,2007,m,James Blake,Robby Ginepri,USA,USA,63%,58%,10,5,3,0,80%,62%,66%,55%,,,,,,,46%,75%,41%,25%,111,89,36,19,36,40,68%,65%
Third,David Nalbandian,5-7 4-6 7-6(4) 6-4 6-1,2007,m,David Nalbandian,Sebastien Grosjean,ARG,FRA,63%,53%,14,15,6,2,68%,74%,49%,37%,,,,,,,36%,35%,43%,38%,183,164,63,58,57,53,84%,67%
Third,Nikolay Davydenko,7-6(1) 6-2 6-2,2007,m,Nikolay Davydenko,Fabrice Santoro,RUS,FRA,62%,50%,6,4,2,1,75%,64%,63%,50%,,,,,,,63%,50%,43%,29%,103,77,62,19,38,16,74%,41%
Third,Rafael Nadal,6-2 6-2 6-2,2007,m,Rafael Nadal,Stanislas Wawrinka,ESP,SUI,74%,57%,1,4,3,2,84%,58%,39%,33%,,,,,,,64%,100%,53%,27%,99,62,21,25,19,32,73%,62%
Third,Fernando Gonzalez,6-2 6-2 5-7 6-4,2007,m,Fernando Gonzalez,Lleyton Hewitt,CHI,AUS,66%,58%,19,17,3,7,73%,77%,66%,33%,,,,,,,32%,67%,41%,29%,125,106,66,44,15,29,72%,61%
Third,Andy Murray,6-3 6-2 6-4,2007,m,Andy Murray,Juan Ignacio Chela,GBR,ARG,71%,67%,9,3,2,4,69%,61%,48%,29%,,,,,,,40%,50%,49%,37%,101,80,42,27,31,35,73%,60%
Third,Novak Djokovic,6-3 6-4 5-7 6-1,2007,m,Novak Djokovic,Danai Udomchoke,SRB,THA,74%,53%,15,1,1,4,68%,64%,55%,47%,,,,,,,47%,33%,44%,36%,131,111,59,25,55,32,69%,63%
Third,Andy Roddick,7-6(2) 2-6 6-4 7-6(2),2007,m,Andy Roddick,Marat Safin,USA,RUS,65%,61%,14,22,2,2,73%,74%,58%,46%,,,,,,,25%,57%,37%,32%,135,128,47,52,33,39,63%,69%
Third,Mardy Fish,3-0 ret.,2007,m,Mardy Fish,Wayne Arthurs,USA,AUS,75%,50%,3,0,0,2,100%,20%,100%,20%,,,,,,,67%,-,80%,0%,12,2,7,1,0,5,,
Third,David Ferrer,6-7(5) 4-6 6-0 6-4 6-3,2007,m,David Ferrer,Radek Stepanek,ESP,CZE,65%,59%,3,9,1,8,73%,66%,38%,36%,,,,,,,34%,46%,44%,39%,179,159,43,50,58,85,66%,50%
Third,Mario Ancic,6-3 6-2 6-1,2007,m,Mario Ancic,Dominik Hrbaty,CRO,SVK,76%,51%,13,0,0,3,74%,47%,50%,41%,,,,,,,88%,17%,56%,32%,94,57,34,18,19,27,80%,42%
Third,Richard Gasquet,6-0 4-6 7-5 6-3,2007,m,Richard Gasquet,Gael Monfils,FRA,FRA,76%,65%,6,9,2,3,79%,63%,58%,51%,,,,,,,67%,29%,41%,26%,117,88,42,36,22,37,63%,64%
Third,Roger Federer,6-3 6-3 7-6(5),2007,m,Roger Federer,Mikhail Youzhny,SUI,RUS,53%,54%,7,7,1,1,83%,78%,53%,39%,,,,,,,50%,25%,40%,31%,109,92,40,25,33,27,80%,50%
Third,Tommy Robredo,6-4 6-7(5) 6-2 6-1,2007,m,Tommy Robredo,Sam Querrey,ESP,USA,69%,59%,18,9,2,0,78%,75%,69%,44%,,,,,,,63%,0%,38%,25%,124,94,43,38,18,41,75%,66%
Second,Tommy Haas,7-6(3) 6-1 6-3,2007,m,Tommy Haas,Ilija Bozoljac,GER,SRB,76%,47%,18,18,1,9,86%,82%,67%,39%,,,,,,,44%,-,41%,18%,100,69,30,39,9,39,82%,50%
Second,Sebastien Grosjean,4-6 6-1 6-3 4-6 6-4,2007,m,Sebastien Grosjean,Olivier Rochus,FRA,BEL,50%,69%,20,4,0,7,79%,64%,49%,44%,,,,,,,32%,27%,40%,36%,168,151,74,40,53,43,61%,75%
Second,Lleyton Hewitt,6-4 6-4 3-6 6-4,2007,m,Lleyton Hewitt,Frank Dancevic,AUS,CAN,47%,53%,14,16,12,6,80%,75%,50%,49%,,,,,,,83%,43%,38%,36%,118,112,37,42,42,30,80%,52%
Second,Fabrice Santoro,6-2 6-4 6-4,2007,m,Fabrice Santoro,Arnaud Clement,FRA,FRA,48%,65%,13,1,2,1,83%,67%,67%,41%,,,,,,,36%,0%,42%,25%,97,70,41,30,11,21,62%,56%
Second,Juan Ignacio Chela,6-3 2-6 6-4 6-4,2007,m,Juan Ignacio Chela,Jarkko Nieminen,ARG,FIN,59%,60%,6,4,3,2,72%,69%,57%,48%,,,,,,,42%,50%,39%,34%,118,107,39,34,40,33,83%,80%
Second,Rafael Nadal,7-5 6-3 4-6 6-2,2007,m,Rafael Nadal,Philipp Kohlschreiber,ESP,GER,65%,53%,4,8,6,3,70%,60%,50%,50%,,,,,,,33%,31%,45%,37%,136,117,37,48,29,58,67%,62%
Second,Robby Ginepri,6-4 7-5 6-1,2007,m,Robby Ginepri,Mischa Zverev,USA,GER,65%,66%,10,9,2,4,75%,65%,49%,39%,,,,,,,25%,17%,44%,34%,123,107,62,39,27,25,67%,55%
Second,Dmitry Tursunov,6-2 6-3 7-6(4),2007,m,Dmitry Tursunov,Max Mirnyi,RUS,BLR,53%,67%,9,9,5,3,84%,65%,51%,42%,,,,,,,44%,20%,42%,32%,113,90,52,37,11,9,64%,48%
Second,Nikolay Davydenko,6-4 6-0 6-3,2007,m,Nikolay Davydenko,Gilles Muller,RUS,LUX,67%,67%,7,15,0,2,74%,59%,62%,41%,,,,,,,60%,0%,47%,30%,96,70,29,26,12,33,70%,48%
Second,David Nalbandian,6-4 6-4 6-4,2007,m,David Nalbandian,Nicolas Lapentti,ARG,ECU,62%,68%,4,5,2,2,86%,71%,63%,57%,,,,,,,43%,0%,33%,23%,90,76,38,26,27,22,76%,85%
Second,Florian Mayer,5-7 7-5 6-2 6-2,2007,m,Florian Mayer,Andreas Seppi,GER,ITA,52%,53%,8,6,5,3,65%,60%,50%,41%,,,,,,,53%,50%,49%,42%,131,114,26,42,40,79,53%,61%
Second,James Blake,6-4 6-1 6-2,2007,m,James Blake,Alex Kuznetsov,USA,USA,61%,59%,6,9,1,4,76%,68%,63%,20%,,,,,,,64%,100%,51%,29%,87,56,26,26,13,36,83%,46%
Second,Fernando Gonzalez,7-6(7) 4-6 6-7(3) 6-4 4-0 ret.,2007,m,Fernando Gonzalez,Juan Martin Del Potro,CHI,ARG,61%,60%,18,11,4,6,80%,67%,47%,54%,,,,,,,60%,57%,37%,32%,160,148,69,50,50,50,70%,57%
Second,Andy Murray,7-6(4) 7-5 6-4,2007,m,Andy Murray,Fernando Verdasco,GBR,ESP,52%,63%,4,7,0,7,67%,61%,50%,35%,,,,,,,41%,63%,49%,41%,117,101,30,47,19,49,75%,62%
Second,Stanislas Wawrinka,6-4 6-3 6-2,2007,m,Stanislas Wawrinka,Paul Capdeville,SUI,CHI,65%,70%,21,5,2,1,85%,66%,50%,39%,,,,,,,56%,50%,42%,28%,90,66,38,15,32,29,62%,78%
Second,Tomas Berdych,6-3 6-2 6-4,2007,m,Tomas Berdych,Robert Smeets,CZE,AUS,65%,54%,4,11,4,7,77%,70%,49%,33%,,,,,,,26%,11%,47%,33%,115,89,29,23,31,37,82%,67%
Second,Radek Stepanek,4-6 4-6 6-4 6-1 6-4,2007,m,Radek Stepanek,Lukas Dlouhy,CZE,CZE,66%,64%,16,12,1,3,70%,78%,56%,43%,,,,,,,55%,29%,35%,35%,147,139,48,64,39,45,59%,72%
Second,Gael Monfils,7-6(5) 6-2 2-6 6-0,2007,m,Gael Monfils,Marcos Baghdatis,FRA,CYP,57%,54%,11,6,4,2,69%,73%,54%,45%,,,,,,,35%,33%,40%,37%,116,109,30,23,38,52,68%,48%
Second,Novak Djokovic,6-2 7-5 6-1,2007,m,Novak Djokovic,Feliciano Lopez,SRB,ESP,69%,59%,8,5,1,6,69%,64%,67%,32%,,,,,,,40%,20%,49%,31%,103,73,24,24,19,36,56%,49%
Second,David Ferrer,6-2 6-7(5) 6-2 6-2,2007,m,David Ferrer,Thomas Johansson,ESP,SWE,61%,53%,5,9,0,5,73%,74%,64%,41%,,,,,,,54%,25%,42%,30%,121,96,41,29,32,48,73%,58%
Second,Mikhail Youzhny,7-5 6-4 6-4,2007,m,Mikhail Youzhny,Yen-Hsun Lu,RUS,TPE,47%,51%,8,4,6,6,78%,58%,46%,46%,,,,,,,47%,33%,48%,39%,113,95,42,27,28,19,77%,55%
Second,Tommy Robredo,6-1 6-3 6-3,2007,m,Tommy Robredo,Jurgen Melzer,ESP,AUT,67%,67%,5,1,1,4,70%,45%,52%,42%,,,,,,,50%,40%,56%,36%,96,64,40,19,22,31,75%,55%
Second,Mardy Fish,7-5 6-4 3-6 6-4,2007,m,Mardy Fish,Nicolas Mahut,USA,FRA,53%,53%,17,8,3,7,87%,73%,43%,52%,,,,,,,36%,50%,37%,34%,131,123,54,44,46,26,60%,64%
Second,Andy Roddick,6-3 7-6(4) 6-4,2007,m,Andy Roddick,Marc Gicquel,USA,FRA,67%,52%,18,10,2,2,84%,81%,61%,53%,,,,,,,33%,0%,32%,24%,100,83,45,35,22,19,61%,76%
Second,Wayne Arthurs,6-7(5) 6-1 6-4 6-4,2007,m,Wayne Arthurs,Zack Fleishman,AUS,USA,64%,47%,26,11,8,12,81%,83%,53%,47%,,,,,,,63%,25%,36%,29%,126,107,53,47,21,23,64%,78%
Second,Mario Ancic,3-6 7-5 6-2 6-2,2007,m,Mario Ancic,Guillermo Garcia-Lopez,CRO,ESP,70%,60%,8,2,3,3,67%,61%,59%,50%,,,,,,,58%,67%,43%,36%,117,101,30,25,36,48,70%,74%
Second,Roger Federer,6-2 6-3 6-2,2007,m,Roger Federer,Jonas Bjorkman,SUI,SWE,64%,60%,7,2,1,3,74%,52%,67%,38%,,,,,,,58%,100%,53%,29%,93,59,38,19,19,27,76%,47%
Second,Marat Safin,6-3 5-7 4-6 7-6(4) 6-0,2007,m,Marat Safin,Dudi Sela,RUS,ISR,65%,56%,13,1,6,8,64%,59%,49%,51%,,,,,,,50%,45%,42%,40%,160,148,51,38,55,33,64%,73%
Second,Dominik Hrbaty,5-7 6-4 6-4 6-3,2007,m,Dominik Hrbaty,Vince Spadea,SVK,USA,54%,58%,4,4,2,7,70%,64%,52%,45%,,,,,,,28%,31%,44%,39%,147,136,51,30,55,51,88%,62%
Second,Richard Gasquet,6-1 6-2 6-4,2007,m,Richard Gasquet,Amer Delic,FRA,BIH,66%,51%,5,6,1,3,85%,60%,64%,42%,,,,,,,71%,0%,49%,22%,90,51,21,13,14,39,81%,48%
Second,Sam Querrey,6-3 6-4 6-3,2007,m,Sam Querrey,Florent Serra,USA,FRA,61%,65%,16,5,4,3,85%,66%,63%,41%,,,,,,,33%,-,43%,24%,104,79,51,29,21,15,70%,56%
Second,Danai Udomchoke,7-6(0) 7-5 4-6 6-1,2007,m,Danai Udomchoke,Juan Carlos Ferrero,THA,ESP,58%,66%,7,6,11,3,73%,64%,49%,41%,,,,,,,30%,31%,44%,37%,166,142,49,54,55,56,79%,65%
First,Alex Kuznetsov,6-4 5-7 6-7(5) 6-1 6-4,2007,m,Alex Kuznetsov,Peter Luczak,USA,AUS,63%,66%,26,13,5,1,78%,72%,50%,45%,,,,,,,41%,36%,37%,31%,165,145,86,34,67,35,77%,59%
First,James Blake,7-6(8) 6-2 6-4,2007,m,James Blake,Carlos Moya,USA,ESP,57%,66%,18,8,1,1,82%,72%,73%,31%,,,,,,,60%,0%,42%,22%,112,80,50,25,21,26,86%,82%
First,Olivier Rochus,3-6 7-5 7-5 6-7(4) 9-7,2007,m,Olivier Rochus,Chris Guccione,BEL,AUS,64%,64%,6,45,6,3,85%,81%,58%,43%,,,,,,,25%,9%,33%,24%,196,180,70,89,21,59,85%,52%
First,Nicolas Lapentti,6-4 6-4 6-2,2007,m,Nicolas Lapentti,Alan Mackin,ECU,GBR,66%,61%,2,1,2,9,70%,60%,52%,41%,,,,,,,40%,20%,47%,36%,107,85,19,22,24,60,75%,60%
